User,iID,Timestamp,Flower,Bud,Fruit
ToughFox,00-bcHoMCuk4yo3PPeEqcDKeU,1426002169,False,False,False
ToughFox,00-cEurv7SExL4YujEhfszp9B,1426002184,False,True,False
ToughFox,00-cVwe2qUEPTtbVNy8nSc3Mj,1426002194,False,False,True
ToughFox,00-dsVhJTUcacDohosM26g2hi,1426002214,False,True,False
ToughFox,00-eJhx5K8Wq54t88QpZeJCuM,1426002223,False,False,False
ToughFox,00-fNojKqtpV6heLg6kt7X3bY,1426002230,False,False,True
ToughFox,00-fuP3vq4UbAvPkEYGTbnGpX,1426002240,True,False,False
ToughFox,00-gLrhgofpa4emkHi5KcpbYY,1426002249,False,False,False
ToughFox,00-gZsWTawrsJBwsgzeMBYdc6,1426002256,False,False,False
ToughFox,00-gv4VHKoZ99P6zPP2Pzn9re,1426002267,False,False,True
ToughFox,00-hd6qrx4zP4xpYUWm9PuH7F,1426002279,False,False,False
ToughFox,00-hrHrMUvBFAm2BnjbpAZKGi,1426002285,False,False,True
ToughFox,00-htsRJ4RMDvmV8SAzw9QS69,1426002289,False,False,False
ToughFox,00-iHFsfEio7p9AmuWxPVMkeD,1426002296,True,False,False
ToughFox,00-iuYgVMuAjxXMBdJSUY9VpR,1426002304,False,False,True
ToughFox,00-kpmB7JcHcnVi8UprAsxPu,1426002322,False,False,False
ToughFox,00-oZHRAW7FNvCqyM54jYa2s5,1426002326,True,False,False
ToughFox,00-qTexUsTvecN8kyTbqrFb8R,1426002331,True,False,False
ToughFox,00-rYeWFSkNkDAjYzWj8rFjuU,1426002335,False,False,True
ToughFox,00-sZQefUWeU34XurSspyXt4c,1426002339,True,False,False
ToughFox,00-tvGZE4Bb4zQAbM4qtfxty3,1426002343,True,False,False
ToughFox,00-uDoz4m2e8HetNcbRnD4Jm6,1426002350,True,False,False
ToughFox,00-vDDSEUJsPQWm3dg2iWQKvJ,1426002361,True,False,False
ToughFox,00-vQ6yX6nWxpqnzWkJUg9srP,1426002368,False,False,True
ToughFox,00-zgFe79TcTVp3eivZszZMBC,1426002379,False,False,False
HonestLlama,00-2ETjwqubszxftC6Ptwdr5a,1426002998,True,False,False
HonestLlama,00-3FhYpBJVAgbBSEMAoKthyh,1426003025,False,True,False
HonestLlama,00-5ETrDXM9nxc8EPVMCKDUYa,1426003054,False,False,True
HonestLlama,00-5TnJmrqmnbfCBaSzwtFD2C,1426003064,True,False,False
HonestLlama,00-5fkVPkSTdwERVhmFtbiLWn,1426003079,False,True,False
HonestLlama,00-6THnqp3YaaowtFR3FiV7F,1426003094,False,True,True
HonestLlama,00-8ooMC4SipqCSygM2FVPCW3,1426003118,False,False,True
HonestLlama,00-9RV62N4GeTbghnzHjW3Wr8,1426003126,False,False,True
HonestLlama,00-9coFEJQWqzK6PVYKbNZ5AD,1426003150,False,True,True
HonestLlama,00-BKtyEaJShaDxX68SSBRuXS,1426003155,False,False,True
HonestLlama,00-CRyK9JgPYxLEqM3yMTWrTT,1426003161,True,False,False
HonestLlama,00-CsR6EuMi6Gq7XGfZqPYufG,1426003170,False,True,False
HonestLlama,00-DmsicryceSiBq4tZoubT6L,1426003174,True,False,False
HonestLlama,00-GUkT3UPRGuNbrF4G5eJC8P,1426003182,False,True,False
HonestLlama,00-JQu566UvCTmAZvCB7JRQ47,1426003189,False,False,True
HonestLlama,00-JeQaqWxhVkrQV6WCXqKUKK,1426003193,False,False,True
HonestLlama,00-KFydstm4zxXyW3g2W9hSD5,1426003209,True,False,False
HonestLlama,00-KULV9VK7YxDvFJ97RbaQqT,1426003222,False,False,True
HonestLlama,00-PbzhqRH6ijW7TYfZv54xM7,1426003228,False,True,False
HonestLlama,00-RJinmvBGxa6bJneA3bdoCJ,1426003238,False,True,False
HonestLlama,00-Skcrv8GsH8AgfDdQugdJkM,1426003242,True,False,False
HonestLlama,00-UGjU3ngkpAHgxv5vwpHyWe,1426003252,False,True,False
HonestLlama,00-URHEQ9m4pajGHDPdpU2sDZ,1426003259,False,False,True
HonestLlama,00-XZdNz2PRgx9DWsX454pAbF,1426003264,False,False,True
HonestLlama,00-XfioUrt66NGcJrYh3694Sh,1426003288,True,False,False
HonestLlama,00-YewxgFCnguCvBJQdQrBx2e,1426003301,True,False,True
HonestLlama,00-ZJorpeMSE7Z3t7aKCLQtSS,1426003307,False,False,True
HonestLlama,00-ZjivzcyW5JcGbEc9sFcuBS,1426003318,True,False,False
HonestLlama,00-a4mmQdzEzRymF3ACkdrbdV,1426003333,False,False,True
HonestLlama,00-aekeSDuCXcAkGSCYwLsfgJ,1426003341,False,True,False
HonestLlama,00-b9rorCGECnfa3WVaiGjBn5,1426003351,False,False,True
HonestLlama,00-bJJzKWVpEbKYSN64Lj6BAX,1426003368,False,False,True
HonestLlama,00-bcHoMCuk4yo3PPeEqcDKeU,1426003377,False,True,False
HonestLlama,00-cEurv7SExL4YujEhfszp9B,1426003387,False,True,False
HonestLlama,00-cVwe2qUEPTtbVNy8nSc3Mj,1426003403,False,True,False
HonestLlama,00-dsVhJTUcacDohosM26g2hi,1426003408,True,False,False
HonestLlama,00-eJhx5K8Wq54t88QpZeJCuM,1426003419,True,False,False
HonestLlama,00-fNojKqtpV6heLg6kt7X3bY,1426003435,True,True,False
HonestLlama,00-fuP3vq4UbAvPkEYGTbnGpX,1426003448,True,True,False
HonestLlama,00-gLrhgofpa4emkHi5KcpbYY,1426003465,False,True,False
HonestLlama,00-gZsWTawrsJBwsgzeMBYdc6,1426003479,False,True,False
HonestLlama,00-gv4VHKoZ99P6zPP2Pzn9re,1426003488,False,False,True
HonestLlama,00-hd6qrx4zP4xpYUWm9PuH7F,1426003503,False,False,True
HonestLlama,00-hrHrMUvBFAm2BnjbpAZKGi,1426003518,False,False,True
HonestLlama,00-htsRJ4RMDvmV8SAzw9QS69,1426003534,True,False,False
HonestLlama,00-iHFsfEio7p9AmuWxPVMkeD,1426003542,True,False,False
HonestLlama,00-iuYgVMuAjxXMBdJSUY9VpR,1426003558,False,True,True
HonestLlama,00-kpmB7JcHcnVi8UprAsxPu,1426003568,False,False,True
HonestLlama,00-oZHRAW7FNvCqyM54jYa2s5,1426003576,True,False,False
HonestLlama,00-qTexUsTvecN8kyTbqrFb8R,1426003592,True,False,False
HonestLlama,00-rYeWFSkNkDAjYzWj8rFjuU,1426003603,False,True,True
HonestLlama,00-sZQefUWeU34XurSspyXt4c,1426003611,True,False,False
HonestLlama,00-tvGZE4Bb4zQAbM4qtfxty3,1426003618,True,False,False
HonestLlama,00-uDoz4m2e8HetNcbRnD4Jm6,1426003623,True,False,False
HonestLlama,00-vDDSEUJsPQWm3dg2iWQKvJ,1426003628,False,True,False
HonestLlama,00-vQ6yX6nWxpqnzWkJUg9srP,1426003636,False,False,True
HonestLlama,00-zgFe79TcTVp3eivZszZMBC,1426003644,False,True,False
SincereMouse,00-2ETjwqubszxftC6Ptwdr5a,1426004189,True,False,False
SincereMouse,00-3FhYpBJVAgbBSEMAoKthyh,1426004200,False,True,False
SincereMouse,00-9RV62N4GeTbghnzHjW3Wr8,1426004240,False,False,False
SincereMouse,00-BKtyEaJShaDxX68SSBRuXS,1426004259,False,False,True
SincereMouse,00-CsR6EuMi6Gq7XGfZqPYufG,1426004268,False,False,False
SincereMouse,00-DmsicryceSiBq4tZoubT6L,1426004273,False,False,False
SincereMouse,00-GUkT3UPRGuNbrF4G5eJC8P,1426004278,False,False,False
SincereMouse,00-JQu566UvCTmAZvCB7JRQ47,1426004284,False,True,False
SincereMouse,00-JeQaqWxhVkrQV6WCXqKUKK,1426004290,False,False,True
SincereMouse,00-KFydstm4zxXyW3g2W9hSD5,1426004296,False,False,False
SincereMouse,00-KULV9VK7YxDvFJ97RbaQqT,1426004299,False,False,False
SincereMouse,00-PbzhqRH6ijW7TYfZv54xM7,1426004303,False,False,False
SincereMouse,00-RJinmvBGxa6bJneA3bdoCJ,1426004308,False,False,False
SincereMouse,00-Skcrv8GsH8AgfDdQugdJkM,1426004312,False,False,False
SincereMouse,00-UGjU3ngkpAHgxv5vwpHyWe,1426004315,False,False,True
SincereMouse,00-URHEQ9m4pajGHDPdpU2sDZ,1426004324,False,False,True
SincereMouse,00-XZdNz2PRgx9DWsX454pAbF,1426004330,False,True,True
SincereMouse,00-XfioUrt66NGcJrYh3694Sh,1426004335,False,False,False
SincereMouse,00-YewxgFCnguCvBJQdQrBx2e,1426004341,False,False,True
SincereMouse,00-ZJorpeMSE7Z3t7aKCLQtSS,1426004345,True,False,True
SincereMouse,00-ZjivzcyW5JcGbEc9sFcuBS,1426004348,False,False,False
SincereMouse,00-a4mmQdzEzRymF3ACkdrbdV,1426004351,False,False,True
SincereMouse,00-aekeSDuCXcAkGSCYwLsfgJ,1426004354,False,False,False
SincereMouse,00-b9rorCGECnfa3WVaiGjBn5,1426004357,False,False,True
SincereMouse,00-bJJzKWVpEbKYSN64Lj6BAX,1426004360,False,False,True
SincereMouse,00-bcHoMCuk4yo3PPeEqcDKeU,1426004363,False,False,False
SincereMouse,00-cEurv7SExL4YujEhfszp9B,1426004366,False,False,False
SincereMouse,00-cVwe2qUEPTtbVNy8nSc3Mj,1426004368,False,False,False
SincereMouse,00-dsVhJTUcacDohosM26g2hi,1426004371,False,False,False
SincereMouse,00-eJhx5K8Wq54t88QpZeJCuM,1426004374,False,False,False
SincereMouse,00-fNojKqtpV6heLg6kt7X3bY,1426004378,False,True,True
SincereMouse,00-fuP3vq4UbAvPkEYGTbnGpX,1426004382,False,False,False
SincereMouse,00-gLrhgofpa4emkHi5KcpbYY,1426004384,False,False,False
SincereMouse,00-gZsWTawrsJBwsgzeMBYdc6,1426004387,False,False,False
SincereMouse,00-gv4VHKoZ99P6zPP2Pzn9re,1426004389,False,False,True
SincereMouse,00-hd6qrx4zP4xpYUWm9PuH7F,1426004392,False,False,False
SincereMouse,00-hrHrMUvBFAm2BnjbpAZKGi,1426004396,False,False,True
SincereMouse,00-htsRJ4RMDvmV8SAzw9QS69,1426004398,False,False,False
SincereMouse,00-iHFsfEio7p9AmuWxPVMkeD,1426004401,False,False,False
SincereMouse,00-iuYgVMuAjxXMBdJSUY9VpR,1426004404,False,False,False
SincereMouse,00-kpmB7JcHcnVi8UprAsxPu,1426004406,False,False,False
SincereMouse,00-oZHRAW7FNvCqyM54jYa2s5,1426004410,False,True,False
SincereMouse,00-qTexUsTvecN8kyTbqrFb8R,1426004412,False,False,False
SincereMouse,00-rYeWFSkNkDAjYzWj8rFjuU,1426004414,False,False,False
SincereMouse,00-sZQefUWeU34XurSspyXt4c,1426004417,False,False,False
SincereMouse,00-tvGZE4Bb4zQAbM4qtfxty3,1426004419,False,False,False
SincereMouse,00-uDoz4m2e8HetNcbRnD4Jm6,1426004422,False,True,False
SincereMouse,00-vDDSEUJsPQWm3dg2iWQKvJ,1426004425,False,False,False
SincereMouse,00-vQ6yX6nWxpqnzWkJUg9srP,1426004427,False,False,False
SincereMouse,00-zgFe79TcTVp3eivZszZMBC,1426004429,False,False,False
FrankTurkey,00-2ETjwqubszxftC6Ptwdr5a,1426007452,True,False,False
FrankTurkey,00-3FhYpBJVAgbBSEMAoKthyh,1426007462,False,False,False
FrankTurkey,00-5ETrDXM9nxc8EPVMCKDUYa,1426007479,False,True,False
FrankTurkey,00-5TnJmrqmnbfCBaSzwtFD2C,1426007490,True,False,False
FrankTurkey,00-5fkVPkSTdwERVhmFtbiLWn,1426007497,False,False,False
FrankTurkey,00-6THnqp3YaaowtFR3FiV7F,1426007504,True,False,False
FrankTurkey,00-8ooMC4SipqCSygM2FVPCW3,1426007518,False,False,False
FrankTurkey,00-9RV62N4GeTbghnzHjW3Wr8,1426007527,False,False,True
FrankTurkey,00-9coFEJQWqzK6PVYKbNZ5AD,1426007543,False,False,False
FrankTurkey,00-BKtyEaJShaDxX68SSBRuXS,1426007546,False,False,True
FrankTurkey,00-CRyK9JgPYxLEqM3yMTWrTT,1426007554,False,False,False
FrankTurkey,00-CsR6EuMi6Gq7XGfZqPYufG,1426007566,False,False,False
FrankTurkey,00-DmsicryceSiBq4tZoubT6L,1426007570,True,False,False
FrankTurkey,00-GUkT3UPRGuNbrF4G5eJC8P,1426007583,True,False,False
FrankTurkey,00-JQu566UvCTmAZvCB7JRQ47,1426007588,False,False,True
FrankTurkey,00-JeQaqWxhVkrQV6WCXqKUKK,1426007591,False,False,True
FrankTurkey,00-KFydstm4zxXyW3g2W9hSD5,1426007600,False,True,False
FrankTurkey,00-KULV9VK7YxDvFJ97RbaQqT,1426007603,False,False,True
FrankTurkey,00-PbzhqRH6ijW7TYfZv54xM7,1426007617,True,False,False
FrankTurkey,00-RJinmvBGxa6bJneA3bdoCJ,1426007622,False,True,False
FrankTurkey,00-Skcrv8GsH8AgfDdQugdJkM,1426007630,True,False,False
FrankTurkey,00-UGjU3ngkpAHgxv5vwpHyWe,1426007640,False,False,True
FrankTurkey,00-URHEQ9m4pajGHDPdpU2sDZ,1426007647,False,False,True
FrankTurkey,00-XZdNz2PRgx9DWsX454pAbF,1426007651,False,False,True
FrankTurkey,00-XfioUrt66NGcJrYh3694Sh,1426007661,False,True,False
FrankTurkey,00-YewxgFCnguCvBJQdQrBx2e,1426007666,False,True,True
FrankTurkey,00-ZJorpeMSE7Z3t7aKCLQtSS,1426007671,False,False,True
FrankTurkey,00-ZjivzcyW5JcGbEc9sFcuBS,1426007678,True,False,False
FrankTurkey,00-a4mmQdzEzRymF3ACkdrbdV,1426007686,False,False,True
FrankTurkey,00-aekeSDuCXcAkGSCYwLsfgJ,1426007692,False,False,False
FrankTurkey,00-b9rorCGECnfa3WVaiGjBn5,1426007695,False,False,True
FrankTurkey,00-bJJzKWVpEbKYSN64Lj6BAX,1426007699,False,False,True
FrankTurkey,00-bcHoMCuk4yo3PPeEqcDKeU,1426007705,False,True,False
FrankTurkey,00-cEurv7SExL4YujEhfszp9B,1426007710,False,False,True
FrankTurkey,00-cVwe2qUEPTtbVNy8nSc3Mj,1426007717,False,False,True
FrankTurkey,00-dsVhJTUcacDohosM26g2hi,1426007724,True,False,False
FrankTurkey,00-eJhx5K8Wq54t88QpZeJCuM,1426007731,True,False,False
FrankTurkey,00-fNojKqtpV6heLg6kt7X3bY,1426007736,False,False,True
FrankTurkey,00-fuP3vq4UbAvPkEYGTbnGpX,1426007742,True,False,False
FrankTurkey,00-gLrhgofpa4emkHi5KcpbYY,1426007748,False,False,False
FrankTurkey,00-gZsWTawrsJBwsgzeMBYdc6,1426007756,False,False,False
FrankTurkey,00-gv4VHKoZ99P6zPP2Pzn9re,1426007760,False,False,True
FrankTurkey,00-hd6qrx4zP4xpYUWm9PuH7F,1426007766,False,True,True
FrankTurkey,00-hrHrMUvBFAm2BnjbpAZKGi,1426007770,False,False,True
FrankTurkey,00-htsRJ4RMDvmV8SAzw9QS69,1426007773,True,False,False
FrankTurkey,00-iHFsfEio7p9AmuWxPVMkeD,1426007779,True,False,False
FrankTurkey,00-iuYgVMuAjxXMBdJSUY9VpR,1426007787,False,False,True
FrankTurkey,00-kpmB7JcHcnVi8UprAsxPu,1426007793,False,False,False
FrankTurkey,00-oZHRAW7FNvCqyM54jYa2s5,1426007800,False,True,False
FrankTurkey,00-qTexUsTvecN8kyTbqrFb8R,1426007804,True,False,False
FrankTurkey,00-rYeWFSkNkDAjYzWj8rFjuU,1426007809,False,False,True
FrankTurkey,00-sZQefUWeU34XurSspyXt4c,1426007815,True,False,False
FrankTurkey,00-tvGZE4Bb4zQAbM4qtfxty3,1426007819,True,False,False
FrankTurkey,00-uDoz4m2e8HetNcbRnD4Jm6,1426007822,True,False,False
FrankTurkey,00-vDDSEUJsPQWm3dg2iWQKvJ,1426007832,True,False,False
FrankTurkey,00-vQ6yX6nWxpqnzWkJUg9srP,1426007835,False,False,True
FrankTurkey,00-zgFe79TcTVp3eivZszZMBC,1426007842,True,True,False
AmusingBombay,00-2ETjwqubszxftC6Ptwdr5a,1426010760,False,False,False
AmusingBombay,00-3FhYpBJVAgbBSEMAoKthyh,1426010775,False,False,False
AmusingBombay,00-5ETrDXM9nxc8EPVMCKDUYa,1426010807,True,True,False
AmusingBombay,00-5TnJmrqmnbfCBaSzwtFD2C,1426010816,True,False,False
AmusingBombay,00-5fkVPkSTdwERVhmFtbiLWn,1426010832,True,False,False
AmusingBombay,00-6THnqp3YaaowtFR3FiV7F,1426010851,True,False,False
AmusingBombay,00-8ooMC4SipqCSygM2FVPCW3,1426010878,False,False,False
AmusingBombay,00-9RV62N4GeTbghnzHjW3Wr8,1426010907,False,False,True
AmusingBombay,00-9coFEJQWqzK6PVYKbNZ5AD,1426010919,False,False,False
AmusingBombay,00-BKtyEaJShaDxX68SSBRuXS,1426010929,False,False,True
AmusingBombay,00-CRyK9JgPYxLEqM3yMTWrTT,1426010942,False,True,False
AmusingBombay,00-CsR6EuMi6Gq7XGfZqPYufG,1426010962,False,False,False
AmusingBombay,00-DmsicryceSiBq4tZoubT6L,1426010977,True,False,False
AmusingBombay,00-GUkT3UPRGuNbrF4G5eJC8P,1426010992,True,False,False
AmusingBombay,00-JQu566UvCTmAZvCB7JRQ47,1426011011,False,False,True
AmusingBombay,00-JeQaqWxhVkrQV6WCXqKUKK,1426011026,False,False,True
AmusingBombay,00-KFydstm4zxXyW3g2W9hSD5,1426011058,False,True,True
AmusingBombay,00-KULV9VK7YxDvFJ97RbaQqT,1426011079,False,False,True
AmusingBombay,00-PbzhqRH6ijW7TYfZv54xM7,1426011097,True,False,False
AmusingBombay,00-RJinmvBGxa6bJneA3bdoCJ,1426011110,False,True,False
AmusingBombay,00-Skcrv8GsH8AgfDdQugdJkM,1426011130,True,False,False
AmusingBombay,00-UGjU3ngkpAHgxv5vwpHyWe,1426011145,False,False,True
AmusingBombay,00-URHEQ9m4pajGHDPdpU2sDZ,1426011160,False,False,True
AmusingBombay,00-XZdNz2PRgx9DWsX454pAbF,1426011172,False,False,True
AmusingBombay,00-XfioUrt66NGcJrYh3694Sh,1426011199,True,True,False
AmusingBombay,00-YewxgFCnguCvBJQdQrBx2e,1426011214,False,False,True
AmusingBombay,00-ZJorpeMSE7Z3t7aKCLQtSS,1426011221,False,False,True
AmusingBombay,00-ZjivzcyW5JcGbEc9sFcuBS,1426011231,True,True,False
AmusingBombay,00-a4mmQdzEzRymF3ACkdrbdV,1426011236,False,False,True
AmusingBombay,00-aekeSDuCXcAkGSCYwLsfgJ,1426011252,False,False,False
AmusingBombay,00-b9rorCGECnfa3WVaiGjBn5,1426011259,False,False,True
AmusingBombay,00-bJJzKWVpEbKYSN64Lj6BAX,1426011267,False,False,True
AmusingBombay,00-bcHoMCuk4yo3PPeEqcDKeU,1426011278,False,True,False
AmusingBombay,00-cEurv7SExL4YujEhfszp9B,1426011283,False,False,True
AmusingBombay,00-cVwe2qUEPTtbVNy8nSc3Mj,1426011294,False,True,False
AmusingBombay,00-dsVhJTUcacDohosM26g2hi,1426011303,True,False,False
AmusingBombay,00-eJhx5K8Wq54t88QpZeJCuM,1426011315,True,False,False
AmusingBombay,00-fNojKqtpV6heLg6kt7X3bY,1426011324,False,False,True
AmusingBombay,00-fuP3vq4UbAvPkEYGTbnGpX,1426011337,True,True,False
AmusingBombay,00-gLrhgofpa4emkHi5KcpbYY,1426011350,False,False,False
AmusingBombay,00-gZsWTawrsJBwsgzeMBYdc6,1426011365,False,False,False
AmusingBombay,00-gv4VHKoZ99P6zPP2Pzn9re,1426011372,False,False,True
AmusingBombay,00-hd6qrx4zP4xpYUWm9PuH7F,1426011379,False,False,True
AmusingBombay,00-hrHrMUvBFAm2BnjbpAZKGi,1426011392,False,False,True
AmusingBombay,00-htsRJ4RMDvmV8SAzw9QS69,1426011403,True,False,False
AmusingBombay,00-iHFsfEio7p9AmuWxPVMkeD,1426011415,True,False,False
AmusingBombay,00-iuYgVMuAjxXMBdJSUY9VpR,1426011428,False,False,True
AmusingBombay,00-kpmB7JcHcnVi8UprAsxPu,1426011442,False,False,False
AmusingBombay,00-oZHRAW7FNvCqyM54jYa2s5,1426011450,True,False,False
AmusingBombay,00-qTexUsTvecN8kyTbqrFb8R,1426011458,True,False,False
AmusingBombay,00-rYeWFSkNkDAjYzWj8rFjuU,1426011470,False,False,True
AmusingBombay,00-sZQefUWeU34XurSspyXt4c,1426011477,True,False,False
AmusingBombay,00-tvGZE4Bb4zQAbM4qtfxty3,1426011491,True,False,False
AmusingBombay,00-uDoz4m2e8HetNcbRnD4Jm6,1426011498,True,False,False
AmusingBombay,00-vDDSEUJsPQWm3dg2iWQKvJ,1426011508,True,False,False
AmusingBombay,00-vQ6yX6nWxpqnzWkJUg9srP,1426011524,False,False,True
AmusingBombay,00-zgFe79TcTVp3eivZszZMBC,1426011536,True,False,False
FunnySloth,00-2ETjwqubszxftC6Ptwdr5a,1426014006,True,False,False
FunnySloth,00-3FhYpBJVAgbBSEMAoKthyh,1426014043,False,True,True
FunnySloth,00-5ETrDXM9nxc8EPVMCKDUYa,1426014075,False,True,False
FunnySloth,00-5TnJmrqmnbfCBaSzwtFD2C,1426014092,True,False,False
FunnySloth,00-5fkVPkSTdwERVhmFtbiLWn,1426014116,False,False,False
FunnySloth,00-6THnqp3YaaowtFR3FiV7F,1426014140,True,False,False
FunnySloth,00-8ooMC4SipqCSygM2FVPCW3,1426014170,True,False,False
FunnySloth,00-9RV62N4GeTbghnzHjW3Wr8,1426014184,False,True,True
FunnySloth,00-9coFEJQWqzK6PVYKbNZ5AD,1426014208,False,False,False
FunnySloth,00-BKtyEaJShaDxX68SSBRuXS,1426014225,False,False,True
FunnySloth,00-CRyK9JgPYxLEqM3yMTWrTT,1426014254,True,False,False
FunnySloth,00-CsR6EuMi6Gq7XGfZqPYufG,1426014291,False,False,False
FunnySloth,00-DmsicryceSiBq4tZoubT6L,1426014300,True,False,False
FunnySloth,00-GUkT3UPRGuNbrF4G5eJC8P,1426014311,False,False,False
FunnySloth,00-JQu566UvCTmAZvCB7JRQ47,1426014329,False,True,False
FunnySloth,00-JeQaqWxhVkrQV6WCXqKUKK,1426014344,False,True,True
FunnySloth,00-KFydstm4zxXyW3g2W9hSD5,1426014356,False,True,False
FunnySloth,00-KULV9VK7YxDvFJ97RbaQqT,1426014371,False,False,True
FunnySloth,00-PbzhqRH6ijW7TYfZv54xM7,1426014402,True,False,False
FunnySloth,00-RJinmvBGxa6bJneA3bdoCJ,1426014411,True,False,False
FunnySloth,00-Skcrv8GsH8AgfDdQugdJkM,1426014426,True,True,False
FunnySloth,00-UGjU3ngkpAHgxv5vwpHyWe,1426014436,False,False,True
FunnySloth,00-URHEQ9m4pajGHDPdpU2sDZ,1426014452,False,False,True
FunnySloth,00-XZdNz2PRgx9DWsX454pAbF,1426014462,False,False,True
FunnySloth,00-XfioUrt66NGcJrYh3694Sh,1426014474,False,True,False
FunnySloth,00-YewxgFCnguCvBJQdQrBx2e,1426014483,True,False,False
FunnySloth,00-ZJorpeMSE7Z3t7aKCLQtSS,1426014489,False,False,True
FunnySloth,00-ZjivzcyW5JcGbEc9sFcuBS,1426014496,True,False,False
FunnySloth,00-a4mmQdzEzRymF3ACkdrbdV,1426014503,False,False,True
FunnySloth,00-aekeSDuCXcAkGSCYwLsfgJ,1426014555,False,False,False
FunnySloth,00-b9rorCGECnfa3WVaiGjBn5,1426014566,False,False,True
FunnySloth,00-bJJzKWVpEbKYSN64Lj6BAX,1426014580,False,False,True
FunnySloth,00-bcHoMCuk4yo3PPeEqcDKeU,1426014597,False,True,False
FunnySloth,00-cEurv7SExL4YujEhfszp9B,1426014610,True,True,False
FunnySloth,00-cVwe2qUEPTtbVNy8nSc3Mj,1426014630,False,True,True
FunnySloth,00-dsVhJTUcacDohosM26g2hi,1426014644,True,False,False
FunnySloth,00-eJhx5K8Wq54t88QpZeJCuM,1426014667,False,False,False
FunnySloth,00-fNojKqtpV6heLg6kt7X3bY,1426014690,False,False,True
FunnySloth,00-fuP3vq4UbAvPkEYGTbnGpX,1426014701,True,False,False
FunnySloth,00-gLrhgofpa4emkHi5KcpbYY,1426014707,False,False,False
FunnySloth,00-gv4VHKoZ99P6zPP2Pzn9re,1426014746,False,False,True
FunnySloth,00-hd6qrx4zP4xpYUWm9PuH7F,1426014767,False,False,True
FunnySloth,00-hrHrMUvBFAm2BnjbpAZKGi,1426014778,False,False,True
FunnySloth,00-htsRJ4RMDvmV8SAzw9QS69,1426014788,True,False,False
FunnySloth,00-iHFsfEio7p9AmuWxPVMkeD,1426014828,True,False,False
FunnySloth,00-iuYgVMuAjxXMBdJSUY9VpR,1426014847,False,True,False
FunnySloth,00-kpmB7JcHcnVi8UprAsxPu,1426014862,False,False,False
FunnySloth,00-oZHRAW7FNvCqyM54jYa2s5,1426014873,True,False,True
FunnySloth,00-qTexUsTvecN8kyTbqrFb8R,1426014880,True,False,False
FunnySloth,00-rYeWFSkNkDAjYzWj8rFjuU,1426014891,False,True,False
FunnySloth,00-sZQefUWeU34XurSspyXt4c,1426014901,True,False,False
FunnySloth,00-tvGZE4Bb4zQAbM4qtfxty3,1426014913,True,False,False
FunnySloth,00-uDoz4m2e8HetNcbRnD4Jm6,1426014924,True,True,False
FunnySloth,00-vDDSEUJsPQWm3dg2iWQKvJ,1426014942,True,False,False
